listings/id,listings/pix_cache_id,listings/listing_id,listings/class_id,listings/status_id,listings/list_price,listings/sold_price,listings/close_dt,listings/list_dt,listings/sold_dt,listings/status_dt,listings/update_dt,listings/apartment,listings/civicnum,listings/street,listings/tla,listings/mla,listings/pix_count,listings/st_type,listings/city,listings/address,listings/pid,listings/pid2,listings/pid3,listings/pid4,listings/parcel_class_id,listings/idx_optin,listings/nbeds,listings/nfullbaths,listings/nhalfbaths,listings/is_vp,listings/is_vp_sold,listings/listing_b1,listings/listing_b2,listings/oh,listings/has_energy,listings/is_following,properties/id,properties/class_id,properties/apartment,properties/area,properties/area_unit,properties/assessment,properties/city,properties/civicchar,properties/civicnum,properties/lat,properties/lng,properties/parcel_type,properties/pid,properties/polygons/0/points,properties/polygons/0/levels,properties/polygons/0/num_points,properties/polygons/0/zoom_factor,properties/ppid,properties/shape_pid,properties/st_type,properties/street,properties/history,properties/has_energy,properties/is_following
11376923,30c70b9d,202115906,1,2,169900,170000,2021-08-05 0:00,2021-06-21 0:00,2021-06-28 0:00,2021-06-29 13:19,2021-06-29 13:19,115,75,Collins Grove,825,825,31,,Dartmouth,115 75 Collins Grove,40517641,,,,1,t,2,1,0,0,0,Century 21 trident Realty Ltd.,,,FALSE,FALSE,339939,1,,6090,sqft,222300,Cole Harbour,,222,44.67986957,-63.50224331,standard,40155277,yt`ftAvrzbxB~EaGbLvTkFxEwKoS,,,6,,40155277,Drive,Poplar,t,FALSE,FALSE
11377068,62c609b0,202116072,1,2,396900,465700,2021-08-18 0:00,2021-06-23 0:00,2021-07-06 0:00,2021-07-07 9:58,2021-07-07 9:58,,59,Surrey,2024,1554,17,Way,Dartmouth,59 Surrey Way,41202532,,,,1,t,3,2,1,0,0,Royal LePage Atlantic (Dartmouth),,,FALSE,FALSE,339947,1,,6268,sqft,208900,Cole Harbour,,268,44.67965573,-63.50256619,standard,40155350,u``ftAl`{bxB|BsBzEvZoB|@iCvAwFmWvCkC,,,6,,40155350,Drive,Poplar,t,FALSE,TRUE
11377140,d4f7e472,202116152,1,2,259900,310000,2021-08-30 0:00,2021-06-24 0:00,2021-07-07 0:00,2021-07-07 12:33,2021-07-07 12:33,,77,Cranberry,1577,866,24,Crescent,Dartmouth,77 Cranberry Crescent,40262370,,,,1,t,3,1,1,0,0,Royal LePage Atlantic,,,FALSE,FALSE,339948,1,,6764,sqft,200300,Cole Harbour,,270,44.67952241,-63.50246644,standard,40155368,uy_ftA|yzbxBtDgDbEb_@aCv@}B~@{EwZ`B{A,,,6,,40155368,Drive,Poplar,t,FALSE,FALSE
11377142,f0ea22ce,202116155,1,2,299900,349900,2021-08-26 0:00,2021-06-24 0:00,2021-07-09 0:00,2021-07-09 11:51,2021-07-09 11:51,407,52,Whitehall,1332,1332,29,Crescent,Dartmouth,407 52 Whitehall Crescent,41131251,,,,1,t,2,2,0,0,0,RE/MAX Nova,,,FALSE,FALSE,339978,1,,7927,sqft,293800,Cole Harbour,,74,44.67597206,-63.5001238,standard,40155665,o|xetA|dwbxBe@eA]g@q@u@_@W~Jw]jF~TuMrM,,,6,,40155665,Crescent,Sirius,t,FALSE,FALSE
11377143,77eea6ab,202116156,1,2,259900,317000,2021-09-15 0:00,2021-06-24 0:00,2021-07-09 0:00,2021-07-10 13:33,2021-07-10 13:33,,80,Havelock,1090,838,26,Crescent,Cole Harbour,80 Havelock Crescent,40148041,,,,1,t,3,1,0,0,0,RE/MAX Nova,,,FALSE,FALSE,339999,1,,6009,sqft,258800,Cole Harbour,,334,44.67678589,-63.50195937,standard,40155871,glzetAtyybxBrH~B{ClVmBk@_FiBtDwU,,,6,,40155871,Drive,Poplar,t,FALSE,FALSE
11377159,6336ae81,202116170,3,2,319900,320000,2021-07-30 0:00,2021-06-24 0:00,2021-07-27 0:00,2021-07-28 8:43,2021-07-28 8:43,,146 & 148,ROLEIKA,,,25,Drive,Dartmouth,146 & 148 ROLEIKA Drive,170316,,,,1,t,,,,0,0,RE/MAX Nova,,,TRUE,FALSE,340003,1,,6127,sqft,272900,Cole Harbour,,352,44.67613288,-63.502031,standard,40155913,igyetA~_zbxB|Go@bCpVq@NwBb@{Df@{@}W,,,6,,40155913,Drive,Poplar,t,FALSE,FALSE
11377183,9fc27b88,202116198,1,2,249900,265000,2021-07-19 0:00,2021-06-24 0:00,2021-07-06 0:00,2021-07-06 19:44,2021-07-06 19:44,,126,Taranaki,1522,1038,31,Drive,Dartmouth,126 Taranaki Drive,40151656,,,,1,t,3,1,1,0,0,Royal LePage Atlantic,Royal LePage Atlantic (Dartmouth),,FALSE,FALSE,340028,1,,6261,sqft,268900,Cole Harbour,,141,44.67858511,-63.50176926,standard,40156168,{}}etAboybxBvL`MmGbIsJ_KhEeK,,,6,,40156168,Crescent,Sirius,t,FALSE,FALSE
11377216,18c5047b,202116239,1,2,349900,349900,2021-07-29 0:00,2021-06-24 0:00,2021-07-13 0:00,2021-07-13 15:58,2021-07-13 15:58,,29 A/B,Kennedy,2000,2000,31,Drive,Dartmouth,29 A/B Kennedy Drive,170654,,,,1,t,3,1,1,0,0,Royal LePage Atlantic,,,FALSE,FALSE,340033,1,,6098,sqft,240600,Cole Harbour,,121,44.67804342,-63.50088221,standard,40156218,cz|etAruwbxBbJfS_GpGmJaRfCeD`CqC,,,6,,40156218,Crescent,Sirius,t,FALSE,TRUE
11377217,02edf09c,202116240,1,2,349900,352000,2021-11-04 0:00,2021-06-24 0:00,2021-08-25 0:00,2021-09-01 0:00,2021-11-02 13:49,,23 A/B,Kennedy,2400,2400,31,Drive,Dartmouth,23 A/B Kennedy Drive,170639,,,,1,t,4,1,0,0,0,Royal LePage Atlantic,,,FALSE,FALSE,340043,1,,9337,sqft,359500,Cole Harbour,,71,44.67627928,-63.50065824,standard,40156317,kqyetAtexbxBoAcXjAKbAO~@U`AYlAg@RE^Ab@FTJXVXb@JZ`CzN_QvH,,,6,,40156317,Crescent,Sirius,t,FALSE,FALSE
11378764,cb97ee50,202116337,1,2,259900,358500,2021-09-03 0:00,2021-06-25 0:00,2021-07-09 0:00,2021-07-10 13:06,2021-07-10 13:06,,51,Flying Cloud,1750,900,31,Drive,Dartmouth,51 Flying Cloud Drive,40147092,,,,1,t,3,1,1,0,0,Royal LePage Atlantic,,,FALSE,FALSE,340071,1,,7547,sqft,254000,Cole Harbour,,9,44.67396551,-63.49964648,standard,40156598,yduetAxqubxBpKkDVE`@?b@HRJ^VPTTb@LZdBfHiNnIuEiQ,,,6,,40156598,Crescent,Shalimar,t,FALSE,FALSE
11378768,2dd18f2c,202116343,1,2,189900,245000,2021-09-02 0:00,2021-06-25 0:00,2021-07-12 0:00,2021-07-16 9:31,2021-07-16 9:31,104,79,Collins Grove,784,784,30,,Dartmouth,104 79 Collins Grove,40546889,,,,1,t,2,1,0,0,0,RE/MAX Nova,,,FALSE,FALSE,340132,1,,8355,sqft,319500,Cole Harbour,,34,44.67989743,-63.49972334,standard,40157208,k|`ftAn~ubxBfYiNpDdIqWjLy@I]G]OQMYY[i@Uq@Ow@Ci@,,,6,,40157208,Court,Kirtland,t,FALSE,FALSE
11378794,52a66838,202116378,1,2,264900,250000,2021-08-25 0:00,2021-06-25 0:00,2021-08-11 0:00,2021-08-11 11:13,2021-08-11 11:13,,101,Nestor,2785,1230,28,Crescent,Cole Harbour,101 Nestor Crescent,40148413,,,,1,t,3,2,0,0,0,Royal LePage Atlantic (Dartmouth),Royal LePage Atlantic (Dartmouth),,FALSE,FALSE,340172,1,,6395,sqft,321200,Cole Harbour,,140,44.67907432,-63.49573496,standard,40157604,ob_ftAz_nbxBM_AjOyDzBtJoN|Ic@_B}@yEg@_D,,,6,,40157604,Crescent,Ellerslie,t,FALSE,FALSE
11379182,153462c7,202116823,1,2,289900,440000,2021-08-11 0:00,2021-06-29 0:00,2021-07-15 0:00,2021-07-15 0:00,2021-07-16 13:44,,82,Regal,2344,1584,31,Road,Dartmouth,82 Regal Road,638312,,,,1,t,4,2,1,0,0,Keller Williams Select Realty,Keller Williams Select Realty,,FALSE,FALSE,340173,1,,6046,sqft,275500,Cole Harbour,,136,44.67899397,-63.4959495,standard,40157612,{|~etAhrnbxBi@sBnN}IhB|HX|@Lt@sNnIo@{Cs@sC,,,6,,40157612,Crescent,Ellerslie,t,FALSE,FALSE
11379190,8bf65e71,202116832,1,2,379900,390000,2021-09-29 0:00,2021-03-10 0:00,2021-08-18 0:00,2021-08-18 12:57,2021-08-18 12:57,,316,Caldwell,2250,1500,28,,Dartmouth,316 Caldwell,404194,,,,1,t,3,1,1,0,0,Royal LePage Atlantic,,,FALSE,FALSE,340181,1,,6000,sqft,246200,Cole Harbour,,100,44.67908017,-63.49776856,standard,40157695,ec_ftAldrbxBjBmL~NpFoBnL{NsF,,,6,,40157695,Crescent,Ellerslie,t,FALSE,FALSE
11379245,c97a9b49,202116902,1,2,319000,390000,2021-08-31 0:00,2021-07-01 0:00,2021-07-15 0:00,2021-07-16 12:10,2021-07-16 12:10,,59,Hollyoake,2400,1200,31,Lane,Dartmouth,59 Hollyoake Lane,408583,,,,1,t,4,2,0,0,0,RE/MAX Nova,,,FALSE,FALSE,340190,1,,7178,sqft,307100,Cole Harbour,,72,44.67804749,-63.49825605,standard,40157786,,,,6,,40157786,Crescent,Ellerslie,t,FALSE,FALSE
11379293,c9cf3568,202116956,1,2,299900,340000,2021-08-30 0:00,2021-07-02 0:00,2021-07-13 0:00,2021-07-14 11:06,2021-07-14 11:06,,221,Mount Edward,1514,816,25,Road,Dartmouth,221 Mount Edward Road,516245,,,,1,t,3,2,0,0,0,RE/MAX Nova,,,FALSE,FALSE,340200,1,,6947,sqft,190000,Cole Harbour,,38,44.67776466,-63.4962007,standard,40157885,uq|etA|znbxBjQidbAtN}QdBSqE]_F,,,6,,40157885,Crescent,Ellerslie,t,FALSE,FALSE
11379607,e0c2cf97,202117325,1,2,289900,292000,2021-08-17 0:00,2021-07-06 0:00,2021-08-05 0:00,2021-08-06 12:01,2021-08-06 12:01,,9,Baron,1968,1312,30,Court,Dartmouth,9 Baron Court,40336240,,,,1,t,4,1,1,0,0,Century 21 trident Realty Ltd.,Century 21 trident Realty Ltd.,,FALSE,FALSE,341166,1,,6860,sqft,326200,Dartmouth,,489,44.6806539,-63.52052657,standard,40169153,c`bftAje~cxBTQTM^IXAVBVFTLTP@hFdL{HbIgIsQxD}D,,,6,,40169153,Avenue,Spring,t,FALSE,FALSE
11379634,79a2a6d1,202117355,1,2,359900,485000,2021-08-27 0:00,2021-07-07 0:00,2021-07-28 0:00,2021-07-29 14:32,2021-07-29 14:32,,20,Stuart Harris,2250,1530,26,Drive,Dartmouth,20 Stuart Harris Drive,40040602,,,,1,t,3,2,2,0,0,One Percent Realty East Inc.,,,FALSE,FALSE,341257,1,,5690,sqft,236700,Dartmouth,,50,44.68359847,-63.50813034,standard,40170094,yugftAl|ecxB~AfBjBhBfCxBsE|NaJsL`FuK,,,6,,40170094,Drive,Stuart Harris,t,FALSE,FALSE
11379715,9e91d7e3,202117444,1,2,299900,350000,2021-08-30 0:00,2021-07-08 0:00,2021-07-28 0:00,2021-07-30 10:49,2021-07-30 10:49,,166,Poplar,1405,786,21,Drive,Cole Harbour,166 Poplar Drive,40155137,,,,1,t,3,2,0,1,0,ViewPoint Realty,ViewPoint Realty,,FALSE,FALSE,341262,1,,6577.48,sqft,297800,Dartmouth,,62,44.68255217,-63.50874131,standard,40170144,oveftA|`gcxBrALf@Bf@AtAGrAl[cL_DtAuV,,,6,,40170144,Drive,Stuart Harris,t,FALSE,FALSE
11379747,4f7de744,202117486,1,2,399900,400000,2021-08-31 0:00,2021-07-08 0:00,2021-07-15 0:00,2021-07-16 11:12,2021-07-16 11:12,604,77,Russell Lake,1535,1535,31,Drive,Dartmouth,604 77 Russell Lake Drive,41173675,,,,1,t,2,2,0,0,0,Exit Realty Metro,,,FALSE,FALSE,341324,1,,3197,sqft,172400,Dartmouth,,28,44.68313978,-63.50647626,standard,40170763,}}fftAziccxBy@qGjO}Ef@fEyNfH,,,6,,40170763,Drive,Lillian,t,FALSE,FALSE
11379834,554d5d33,202117582,1,2,275700,290000,2021-09-07 0:00,2021-07-08 0:00,2021-08-20 0:00,2021-08-30 15:07,2021-08-30 15:07,,20,Londra,1764,1176,29,Court,Woodlawn,20 Londra Court,40088817,,,,1,t,3,1,2,0,0,RE/MAX NOVA (Windsor),,,FALSE,FALSE,341346,1,,3500,sqft,170700,Dartmouth,,3,44.68239782,-63.50776444,standard,40170987,cieftAleecxBnDlA{CdVuDmA`DeV,,,6,,40170987,Drive,Lillian,t,FALSE,FALSE
11379835,4f407a67,202117583,1,2,217500,250000,2021-07-29 0:00,2021-07-09 0:00,2021-07-20 0:00,2021-07-20 0:00,2021-07-23 19:37,,391,Poplar,1577,1112,25,Drive,Dartmouth,391 Poplar Drive,40154767,,,,1,t,3,1,1,0,0,Blue List Realty Canada,,,FALSE,FALSE,341388,1,,3107,sqft,152500,Dartmouth,,50,44.67992746,-63.51393903,standard,40171407,yu`ftA|lqcxBdCqCf@nAdD~G~BnFeCnCmI}Q,,,6,,40171407,Crescent,Spar,t,FALSE,FALSE
11379881,dbbfe9ba,202117635,1,2,339900,364000,2021-08-30 0:00,2021-07-09 0:00,2021-08-09 0:00,2021-08-09 15:48,2021-08-09 15:48,,38,Farquharson,2153,1153,28,Street,Dartmouth,38 Farquharson Street,201764,,,,1,t,4,2,0,0,0,RE/MAX Nova,,,FALSE,FALSE,341392,1,,3060,sqft,61900,Dartmouth,,58,44.67965857,-63.51364858,standard,40171449,}d`ftAxzpcxBdCqCxDxIrCbGeCpCmI}Q,,,6,,40171449,Crescent,Spar,t,FALSE,FALSE
11379916,2eff5601,202117680,1,2,259900,270000,2021-09-23 0:00,2021-07-09 0:00,2021-08-04 0:00,2021-08-04 0:00,2021-08-17 8:44,,116,Taranaki,1523,996,31,Drive,Dartmouth,116 Taranaki Drive,40151706,,,,1,t,3,2,0,0,0,Royal LePage Atlantic,,,FALSE,FALSE,341393,1,,3140,sqft,61900,Dartmouth,,60,44.67959122,-63.51357579,standard,40171456,m_`ftAxxpcxBi@qAfCoCjI|QeCnCsCcGoCgG,,,6,,40171456,Crescent,Spar,t,FALSE,FALSE
11380226,c60cf657,202118044,1,2,225000,249500,2021-08-04 0:00,2021-07-14 0:00,2021-07-28 0:00,2021-07-28 0:00,2021-07-29 12:46,,3,Lillian,1425,1140,27,Drive,Dartmouth,3 Lillian Drive,40170987,,,,1,t,3,1,1,0,0,Royal LePage Atlantic - Valley(Windsor),Royal LePage Atlantic (Dartmouth),,FALSE,FALSE,341414,1,,4821,sqft,175600,Dartmouth,,13,44.6803061,-63.51293315,standard,40171662,ypaftAj}ocxBo@}FzTcGpBbFoTjGmAP,,,6,,40171662,Crescent,Spar,t,FALSE,FALSE
11380330,e6c962fb,202118165,1,2,399000,436000,2021-08-30 0:00,2021-07-15 0:00,2021-07-26 0:00,2021-07-26 8:17,2021-07-26 8:17,,94,Driftwood,2062,2062,30,,Cole Harbour,94 Driftwood,40122657,,,,1,t,3,2,0,0,0,Royal LePage Atlantic,Royal LePage Atlantic,,FALSE,FALSE,341747,1,,4557,sqft,204100,Dartmouth,A,12,44.67540227,-63.51483424,standard,40175432,{xwetA~zrcxB~Cq@jDbb@wC|AsDoc@,,,6,,40175432,Court,Medway,t,FALSE,FALSE
11380332,1257f499,202118167,1,2,239900,300000,2021-08-31 0:00,2021-07-15 0:00,2021-07-19 0:00,2021-07-20 7:11,2021-07-20 7:11,,19,Farquharson,1287,1182,12,Street,Dartmouth,19 Farquharson Street,186924,,,,1,t,3,1,1,0,0,INNOVATIVE REAL ESTATE LTD - A507,,,FALSE,FALSE,341879,1,,6600,sqft,320300,Dartmouth,,110,44.67467296,-63.51562302,standard,40176877,kivetA~ptcxBdCqAvFjWmHrDyFiWhDcB,,,6,,40176877,Grove,Collins,t,FALSE,FALSE
11380355,b3ccd0e8,202118194,1,2,359900,426500,2021-08-16 0:00,2021-07-15 0:00,2021-07-26 0:00,2021-08-03 12:47,2021-08-03 12:47,,2,Whynette,1847,1020,31,Place,Dartmouth,2 Whynette Place,200170,,,,1,t,4,2,0,0,0,RE/MAX Nova,,,FALSE,FALSE,341885,1,,7000,sqft,245100,Dartmouth,,98,44.6736605,-63.51501119,standard,40176935,uitetAblscxB~B_BbF~TeH~DmFwTnDgB,,,6,,40176935,Grove,Collins,t,FALSE,FALSE
11380386,c5416f10,202118234,1,2,250000,315000,2021-08-03 0:00,2021-07-15 0:00,2021-07-28 0:00,2021-07-28 10:29,2021-07-28 10:29,,39,Sarah,1932,1092,23,Crescent,Dartmouth,39 Sarah Crescent,516450,,,,1,t,4,2,1,0,0,Century 21 trident Realty Ltd.,,,FALSE,FALSE,341923,1,,3411,sqft,186400,Dartmouth,,48,44.67202471,-63.51156305,standard,40177313,}iqetAlamcxBViFxPnBWzFyPaC,,,6,,40177313,Road,Regal,t,FALSE,FALSE
11380457,87819372,202118323,1,2,279900,279900,2021-10-28 0:00,2021-07-16 0:00,2021-09-09 0:00,2021-09-09 15:23,2021-09-09 15:23,,39,Regal,2160,2160,29,Road,Dartmouth,39 Regal Road,40131229,,,,1,t,3,2,0,0,0,Century 21 trident Realty Ltd.,Century 21 trident Realty Ltd.,,FALSE,TRUE,341928,1,,3600,sqft,187200,Dartmouth,,34,44.67199835,-63.51074602,standard,40177362,sjqetA~okcxBMiE|Um@DjGuUS,,,6,,40177362,Road,Regal,t,FALSE,FALSE
11380459,9758743d,202118326,1,2,375000,367500,2021-09-01 0:00,2021-07-16 0:00,2021-08-20 0:00,2021-08-20 9:53,2021-08-20 9:53,,130,Russell Lake,1595,1595,25,Drive,Dartmouth,130 Russell Lake Drive,40718504,,,,1,t,3,2,1,0,0,Exit Realty Metro,,,FALSE,FALSE,342077,1,,3887.8,sqft,156400,Dartmouth,,24,44.64982447,-63.53170239,standard,40179053,a~edtA~stdxBhMyVxBlCgM|V{BqC,,,6,,40179053,Road,Brompton,t,FALSE,FALSE
11380471,3e90880b,202118339,1,2,349900,405000,2021-09-15 0:00,2021-07-16 0:00,2021-08-03 0:00,2021-08-04 8:44,2021-08-04 8:44,,45,Chaswood,2408,1204,31,Drive,Cole Harbour,45 Chaswood Drive,484790,,,,1,t,4,2,0,0,0,Exit Real Estate Professionals,,,FALSE,FALSE,344546,1,,6998,sqft,261200,Cole Harbour,,132,44.68818346,-63.49393572,standard,40206450,c|pftA~gjbxBfGuEjJ~Z_HjCsIuX,,,6,,40206450,Crescent,Nestor,t,FALSE,FALSE
11380473,6fffafc4,202118341,1,2,299000,378000,2021-08-25 0:00,2021-07-16 0:00,2021-07-28 0:00,2021-07-29 10:29,2021-07-29 10:29,,70,Valleyfield,1761,1063,24,Road,Dartmouth,70 Valleyfield Road,230540,,,,1,t,3,1,1,0,0,Engel & Volkers,,,FALSE,FALSE,344547,1,,6438,sqft,213500,Cole Harbour,,134,44.68832037,-63.49402437,standard,40206468,edqftAnnjbxB`GoErItXaHjCsHqV,,,6,,40206468,Crescent,Nestor,t,FALSE,FALSE
11383672,4eaad011,202118527,1,2,319900,339888,2021-08-09 0:00,2021-07-19 0:00,2021-07-31 0:00,2021-08-03 12:51,2021-08-03 12:51,,273,FLYING CLOUD,2000,1000,28,Drive,Cole Harbour,273 FLYING CLOUD Drive,40206559,,,,1,t,4,2,0,0,0,RE/MAX Nova,,,FALSE,FALSE,344556,1,,6195,sqft,252300,Cole Harbour,,273,44.68876695,-63.49474187,standard,40206559,}_rftAb`lbxBjI{HnFpR_An@cGtEwF{P,,,6,,40206559,Drive,Flying Cloud,t,FALSE,FALSE
11383777,10fcef5d,202118651,1,2,359900,436000,2021-08-05 0:00,2021-07-20 0:00,2021-07-29 0:00,2021-07-30 9:12,2021-07-30 9:12,,151,Hannebury Drive,1960,1040,28,,Dartmouth,151 Hannebury Drive,40126351,,,,1,t,4,2,1,0,0,Royal LePage Atlantic,,,FALSE,FALSE,348487,1,,795.7,sqm,299200,Dartmouth,,38,44.69174399,-63.50349336,standard,40252041,uzwftAvu}bxBiCsJtVePhCpJuVfP,,,6,,40252041,Drive,Langdon,t,FALSE,FALSE
11383782,b8122db4,202118658,1,2,269900,320000,2021-11-01 0:00,2021-07-20 0:00,2021-08-13 0:00,2021-08-13 11:23,2021-08-13 11:23,,4,Belle Vista,1144,1144,21,Drive,Dartmouth,4 Belle Vista Drive,194084,,,,1,t,3,1,0,0,0,Exit Realty Metro,Exit Realty Metro,,FALSE,FALSE,348615,1,,6075,sqft,247100,Dartmouth,,34,44.6838878,-63.49919852,standard,40253452,_lhftAdptbxBpHuBvAzXmIt@{@{V,,,6,,40253452,Crescent,Pondicherry,t,FALSE,FALSE
11383828,05fe59a7,202118715,1,2,424900,425000,2021-10-07 0:00,2021-07-20 0:00,2021-08-23 0:00,2021-08-24 11:25,2021-08-24 11:25,,1,HAMPSHIRE,2371,1785,26,Way,Cole Harbour,1 HAMPSHIRE Way,40266967,,,,1,t,3,2,1,0,0,RE/MAX Nova,,,FALSE,FALSE,348640,1,,3075,sqft,191900,Dartmouth,,84,44.68326992,-63.50065271,standard,40253700,aagftApbxbxBy@sWdD]z@nWgD`@,,,6,,40253700,Crescent,Pondicherry,t,FALSE,FALSE
11383951,521daaea,202118867,1,2,249900,225000,2021-08-27 0:00,2021-07-21 0:00,2021-08-25 0:00,2021-08-26 10:22,2021-08-26 10:22,210,89,Pebblecreek,863,863,31,Crescent,Dartmouth,210 89 Pebblecreek Crescent,41380767,,,,1,t,1,1,0,0,0,RE/MAX NOVA - 15867,,,FALSE,FALSE,348693,1,,7182,sqft,325800,Dartmouth,,74,44.68211196,-63.50532095,standard,40254237,mzdftAlgacxBaCoRCe@Bi@H_@JWdIcCxCdVsJtC,,,6,,40254237,Crescent,La Pierre,t,FALSE,FALSE
11384030,0b58d219,202118966,1,2,249900,315000,2021-08-30 0:00,2021-07-21 0:00,2021-07-12 0:00,2021-07-29 15:06,2021-07-29 15:06,,214,Taranaki,1872,1248,27,Drive,Westphal,214 Taranaki Drive,40151474,,,,1,t,3,1,1,0,0,Royal LePage Atlantic,,,FALSE,FALSE,348700,1,,7245,sqft,225800,Dartmouth,,60,44.68366025,-63.50594222,standard,40254302,i`hftAdwacxB|H{BP?XHTRNVH`@`CpRoJtCkDcV,,,6,,40254302,Crescent,La Pierre,t,FALSE,FALSE
11384063,730298cf,202119008,1,2,299500,378000,2021-08-18 0:00,2021-07-22 0:00,2021-07-30 0:00,2021-08-03 10:28,2021-08-03 10:28,,3,Sarah,1630,816,30,Crescent,Dartmouth,3 Sarah Crescent,516278,,,,1,t,3,1,1,0,0,Exit Realty Metro,,,FALSE,FALSE,349365,1,,5224,sqft,229400,Dartmouth,,77,44.68155499,-63.50140636,standard,40262370,uycftApzxbxBnD}ArFdT_Aj@uEvBaEoUr@[,,,6,,40262370,Crescent,Cranberry,t,FALSE,FALSE
11384096,db717d8d,202119054,1,2,339000,381500,2021-08-31 0:00,2021-07-22 0:00,2021-08-19 0:00,2021-08-25 9:14,2021-08-25 9:14,,223,Mount Edward,1785,910,24,Road,Dartmouth,223 Mount Edward Road,516237,,,,1,t,3,2,0,0,0,Engel & Volkers,,,FALSE,FALSE,349428,1,,6586,sqft,246300,Dartmouth,,112,44.68098499,-63.5015621,standard,40263006,uzbftAplybxBl@}A`@mAv@uCbNpHqC|OyMmO,,,6,,40263006,Crescent,Cranberry,t,FALSE,FALSE
11384255,415cb40c,202119250,1,2,225000,275000,2021-09-15 0:00,2021-07-26 0:00,2021-08-11 0:00,2021-08-13 14:31,2021-08-13 14:31,,48,Regal,1767,1178,19,Road,Dartmouth,48 Regal Road,40177313,,,,1,t,3,1,1,0,0,Century 21 trident Realty Ltd.,,,FALSE,FALSE,349761,1,,9132,sqft,267600,Cole Harbour,,1,44.67017533,-63.49279567,standard,40266967,wometApxhbxByGkMbLkN~HnOaJhLWP]DWCSMEG,,,6,,40266967,Way,Hampshire,t,FALSE,FALSE
11384256,07ecc52e,202119251,1,2,419900,420000,2021-09-08 0:00,2021-07-26 0:00,2021-08-23 0:00,2021-08-23 7:54,2021-08-23 7:54,,10,Old Birch,2380,1334,31,Road,Dartmouth,10 Old Birch Road,40427478,,,,1,t,4,2,0,0,0,RE/MAX Nova,,,FALSE,FALSE,349767,1,,11117,sqft,258600,Cole Harbour,,8,44.67072648,-63.49300305,standard,40267023,{~netAf`ibxBAWtSkWd@@v@Lr@ZdB~BnApBwTlXcHgH,,,6,,40267023,Way,Hampshire,t,FALSE,FALSE
11384358,de66e549,202119378,1,2,369900,446100,2021-09-29 0:00,2021-07-27 0:00,2021-08-16 0:00,2021-08-17 0:00,2021-08-17 11:25,,122,Regal,2197,1276,31,Road,Dartmouth,122 Regal Road,218487,,,,1,t,4,2,0,0,0,Keller Williams Select Realty,Keller Williams Select Realty,,FALSE,FALSE,349774,1,,19073,sqft,273500,Cole Harbour,,81,44.67036995,-63.49488545,standard,40267098,,,,6,,40267098,Crescent,Hallmark,t,FALSE,FALSE
11384507,bca99d90,202119552,1,2,309000,312000,2021-09-02 0:00,2021-07-28 0:00,2021-08-11 0:00,2021-08-12 8:27,2021-08-12 8:27,,16,Nausett,1848,1144,26,Crescent,Dartmouth,16 Nausett Crescent,40080343,,,,1,t,4,2,0,0,0,Royal LePage Atlantic,,,FALSE,FALSE,349841,1,,9067,sqft,236600,Dartmouth,,170,44.6900569,-63.52892546,standard,40267924,untftA|mndxBvCqCrLj^qGhF_Ma]dCaC,,,6,,40267924,Drive,Roleika,t,TRUE,FALSE
11384537,e2da9c34,202119584,1,2,439900,450000,2021-11-18 0:00,2021-07-29 0:00,2021-09-06 0:00,2021-09-08 11:36,2021-09-08 11:36,,36,Coldstream,2442,1574,30,Run,Dartmouth,36 Coldstream Run,41237223,,,,1,t,3,2,2,0,0,RE/MAX Nova,,,FALSE,TRUE,350665,1,,1009.5,sqm,264100,Cole Harbour,,21,44.67574912,-63.49107575,standard,40276719,etxetA`ndbxBlHsDpKbh@eIjByJ{e@,,,6,,40276719,Drive,Silistria,t,FALSE,FALSE
11384540,1171719c,202119587,1,2,274900,338000,2021-12-22 0:00,2021-07-29 0:00,2021-08-12 0:00,2021-08-12 16:09,2021-08-12 16:09,,99,Taranaki,1237,816,31,Drive,Dartmouth,99 Taranaki Drive,40152415,,,,1,t,3,1,0,0,0,Exit Realty Metro,,,FALSE,FALSE,350675,1,,278.7,sqm,206500,Cole Harbour,,38,44.67538549,-63.49006154,standard,40276818,ixwetAdvbbxBtCyAvEbUuCxAwEcU,,,6,,40276818,Drive,Silistria,t,FALSE,FALSE
11384554,5c721ffb,202119609,1,2,359000,390500,2021-08-26 0:00,2021-07-28 0:00,2021-08-19 0:00,2021-08-20 10:07,2021-08-20 10:07,,39,Hannebury,2250,2250,31,Drive,Cole Harbour,39 Hannebury Drive,40126302,,,,1,t,3,1,1,0,0,Royal LePage Atlantic - Valley(Windsor),Royal LePage Atlantic (Dartmouth),,FALSE,FALSE,351604,1,,6500,sqft,273200,Cole Harbour,,40,44.66118032,-63.49458586,standard,40287906,q_|dtAxokbxBlC{BjHzSiG~G}HaUlC}B,,,6,,40287906,Place,Evelyn Wood,t,FALSE,FALSE
